UserName,Review,Score,Date,Bank,No.,Positive,Negative,Sentiment
Jamal,That new design is disgusting. Revolut is a financial app not a social tool. Not everything needs to be hip. I now need a manual to find out where is my account and how to access crypto.,1,25/3/2024 15:40,Revolut,366,0.012820059,0.987179875,0
Sinziana Andone,Best app for me,5,25/3/2024 15:26,Revolut,367,0.90194875,0.098051161,1
dietrich balima,Good,5,25/3/2024 15:14,Revolut,368,0.841575801,0.158424243,1
Alin,Practical and safe (until now),4,25/3/2024 15:04,Revolut,369,0.733786225,0.266213775,1
Kwintosz,very professional and great app the best even for saving. just don't like that you have to pay a fee when transferring from bank,4,25/3/2024 15:01,Revolut,370,0.989487469,0.010512492,1
Adam Watts,Very good,5,25/3/2024 14:53,Revolut,371,0.924582422,0.075417645,1
Roman Grg,Quite Impressive But it takes time,4,25/3/2024 14:00,Revolut,372,0.983534515,0.016465355,1
simon taylor,Nice,5,25/3/2024 13:57,Revolut,373,0.858479977,0.141520038,1
mehran ghorbani,Excellent experience,5,25/3/2024 13:48,Revolut,374,0.91891259,0.081087455,1
S.H.M. Ilham,Yep it's good one,5,25/3/2024 13:24,Revolut,375,0.965070128,0.03492986,1
Laurentiu Lionte,Misto,1,25/3/2024 13:10,Revolut,376,0.697078407,0.302921653,1
Diana Striblea,Amazing!!,5,25/3/2024 11:57,Revolut,377,0.973822594,0.026177395,1
Godbanna hill,Good service,4,25/3/2024 11:17,Revolut,378,0.931316912,0.068683043,1
jay Sea,Amazing app,5,25/3/2024 10:19,Revolut,379,0.827147841,0.172852203,1
Mary Akinboyewa,Nice,5,25/3/2024 10:09,Revolut,380,0.858479977,0.141520038,1
Janis Dalbins,Great service for my needs. Have not had any problems with banking.,5,25/3/2024 6:43,Revolut,381,0.991485536,0.00851442,1
Ashley Sandusky,"I ABSOLUTELY LOVE my Revolut account!! BY FAR, the coolest looking cards, & don't get me started on all the AWESOME SECURITY FEATURES! One of the most helpful, I think, is the Location-Based Securty feature! They will AUTOMATICALLY DECLINE ANY TRANSACTION ATTEMPTED WITH YOUR DEBIT CARD IF YOUR PHONE ISN'T @ THE SAME LOCATION WHERE THE TRANSACTION IS BEING ATTEMPED, & you can easily switch it off whenever. If you travel a lot then you NEED this account! Check it out you won't regret it TRUST ME!",5,25/3/2024 6:24,Revolut,382,0.994365215,0.005634766,1
Mister Flamingo,"The metal plan became too expensive. I don't have any interest in 90% of the benefits. The UX is also going down. Seems like the UI people are taking over. Don't forget the main objectives: check balance, check cards, check cryptos, check savings and make payments.",2,25/3/2024 6:22,Revolut,383,0.016138066,0.983862042,0
kevin keay,Good,5,25/3/2024 5:53,Revolut,384,0.841575801,0.158424243,1
LBYBreakUI,Works nicely,5,25/3/2024 5:45,Revolut,385,0.969818473,0.03018163,1
Giuseppe Moscelli,Fantastic app!,5,25/3/2024 5:44,Revolut,386,0.942067444,0.057932656,1
Marco,I cannot access anymore it won't accept my passcode is that normal? I click I forgot my passcode but it always sends me back to input the passcode....also when I try to recognise through selfie It doesn't recognize me lol,1,25/3/2024 5:13,Revolut,387,0.369782448,0.630217493,0
Dimitri Neophytou,works well great :thumbs_up:,5,25/3/2024 4:27,Revolut,388,0.955955267,0.044044625,1
Pedro Ulises García Valdés,The Best app to travel,5,25/3/2024 3:57,Revolut,389,0.947679281,0.052320678,1
Andy Corney,App no longer loads. Tried reinstall. No avail.,5,25/3/2024 3:39,Revolut,390,0.173899546,0.826100528,0
John Proxy,"Top, but don't make any mistakes, if you have to contact the support, alléluia.......",4,25/3/2024 3:37,Revolut,391,0.970465243,0.029534843,1
Ondřej Srb,"I am getting stuck on uploading document to confirm my identity...the app just says ""...please try again later"". Nowhere to call, nowhere to write... exactly what worries me about a ""mobile bank like this""...",1,25/3/2024 2:49,Revolut,392,0.020419076,0.979580879,0
Little Nay,"Was an absolutely brilliant bank until their recent 'Fees' to withdraw your own money. They call it fair, I'd highly recommend you go elsewhere to the main banks where you can't get robbed of your own funds or forced to buy a plan. Disgusting behaviour from you Revolut, honestly disappointed.",1,25/3/2024 2:45,Revolut,393,0.013038429,0.986961663,0
Bas C,Great,5,25/3/2024 2:15,Revolut,394,0.905782282,0.094217651,1
Lorraine King,Not impressed. You say I have an account when it didn't complete the registration or load properly the first time so now my referee won't get his reward for inviting me to join!!,1,25/3/2024 1:59,Revolut,395,0.018416835,0.981583178,0
Karim Gausu,NOSTALGIE BRUSSEL LIVE 80'S,5,25/3/2024 1:45,Revolut,396,0.872655094,0.127344862,1
Dan,"I get it, I need to set a longer password, but why block me when I really need to use the app, and I am not alone. From what it was a few years back, this app is getting worse, and so are the services. What's still missing is sports bets and video ads. Update: The account is not blocked, but a screen prevents performing any action until changing the password. I can briefly see how much I have in my account.",1,25/3/2024 1:27,Revolut,397,0.026629457,0.973370552,0
Pawel Stawski,Ok,5,25/3/2024 1:05,Revolut,398,0.71060729,0.28939265,1
Amina Ismail,Just good init,5,25/3/2024 0:09,Revolut,399,0.960278988,0.03972096,1
Ciaron Ohare,Useful app for travel and paying in different currencies.,5,24/3/2024 23:50,Revolut,400,0.981458962,0.018541062,1
josko serka,Excelent!,5,24/3/2024 23:46,Revolut,401,0.969762444,0.030237613,1
André Lage,"after today update the background crash disappeared, thank you for the fix.",4,24/3/2024 23:34,Revolut,402,0.98421669,0.015783271,1
elena stepan,Super ok,5,24/3/2024 23:25,Revolut,403,0.932812512,0.067187406,1
Omomia Joshua Ayo,Wonderful,5,24/3/2024 23:08,Revolut,404,0.953634441,0.04636563,1
Mick Shaw,"A fantastic app where you can handle your day to day living expenses as well as having access to crypto, commodities and stocks trading. Lots of benefits like cash back and travel perks etc.",5,24/3/2024 22:36,Revolut,405,0.993055761,0.006944417,1
Michael Michaelides,I don't know why but I keep getting pop ups for Revolut not responding,3,24/3/2024 22:33,Revolut,406,0.635189533,0.364810556,1
Damilola Keshiro,"Works so great for me, Easy setup. Able transact greatly",5,24/3/2024 22:28,Revolut,407,0.983051896,0.016948076,1
Sándor,annoying ANR popup all the time,1,24/3/2024 22:12,Revolut,408,0.044545345,0.955454707,0
Susan Fawden,"I like it, it's very convenient when to go to another country and pay in their currency with a good rate. Also easy to get funds and exchange for the currency of your choice",5,24/3/2024 21:58,Revolut,409,0.991582036,0.008418006,1
David Dillard,Great way not to carry too many CC's.,5,24/3/2024 21:40,Revolut,410,0.954058945,0.04594098,1
Deb Bailey,Love me revolut,5,24/3/2024 21:36,Revolut,411,0.925249755,0.074750178,1
Alex Kamovitch,"Fast transactions, in crypto as well, works the best in all countries I visited with the lowest fees.",5,24/3/2024 21:29,Revolut,412,0.989518225,0.010481869,1
Abdullah h,"My account got restricted without any clear reason. I communicated with the support team and they haven't done a thing for over 1 month, and still asking me to wait!!",1,24/3/2024 21:20,Revolut,413,0.07797081,0.922029197,0
John Kokolay,Excellent,5,24/3/2024 21:16,Revolut,414,0.957194984,0.042804945,1
Sachin Shah,Well done,5,24/3/2024 21:11,Revolut,415,0.924425304,0.075574607,1
Craig Evans,Love the in app currency exchange and speed of international transfers as well as being able to spend in local currencies abroad,5,24/3/2024 21:08,Revolut,416,0.986002147,0.013997799,1
Jonathan Basilio,"I like it because its very easy, useful I just hope it's secured",4,24/3/2024 21:07,Revolut,417,0.985492885,0.014507162,1
James Crombie,Easy to navigate,5,24/3/2024 21:06,Revolut,418,0.981920421,0.018079475,1
Ciaran Noone,Good,4,24/3/2024 20:57,Revolut,419,0.841575801,0.158424243,1
michael redwood,Slow and useless,1,24/3/2024 20:50,Revolut,420,0.014163876,0.985836208,0
Ioan Ciocan,Amazing :saluting_face:,5,24/3/2024 20:35,Revolut,421,0.837050259,0.162949637,1
Ludmila Wilson,Good service,5,24/3/2024 20:35,Revolut,422,0.931316912,0.068683043,1
Lucas Gabriel Duarte Alves,"App certainly has grate features. I am concerned however with all the posts on accounts being closed and money blocked. There's too many floating around. A bank you cant trust with your money no matter the features, you just dont wanna use it. I only put a little at the moment cuz of the fear, which says a lot.",3,24/3/2024 20:18,Revolut,423,0.254879802,0.745120168,0
charlie hagstrom,"I like it, probably the best nano bank there is",5,24/3/2024 19:53,Revolut,424,0.981730402,0.018269558,1
Antonio Aversa,"My main account in FR & CH and to invest fun money. Easy-to-use, great features such as live notif on spending with good categorization, free card with easy config, FX rates 1% better than banks in my area. Basic but useful budgeting features and markets (yet more intuitive than most brokers apps). To improve: fix data export (often broken), add export of total value over time of portfolios. More flexible budgeting and analytics: manual entries, assign money split to a refund.",5,24/3/2024 19:48,Revolut,425,0.992805898,0.007194138,1
ebuka australiar,excellent service,5,24/3/2024 19:25,Revolut,426,0.943433583,0.056566503,1
Ali Banafi,Nice,5,24/3/2024 19:21,Revolut,427,0.858479977,0.141520038,1
Marian Daly,Great for transfers for birthdays :birthday_cake:,5,24/3/2024 19:17,Revolut,428,0.953799605,0.046200294,1
Andrius Janciukas,I like service and attention to details in the app architecture,5,24/3/2024 19:15,Revolut,429,0.991044104,0.008955823,1
Bogdan Maxim,Very useful. Works flawless.,5,24/3/2024 19:12,Revolut,430,0.939415336,0.060584661,1
goko taxmore chibaba,Excellent service,5,24/3/2024 18:43,Revolut,431,0.94137615,0.05862388,1
Elena Ailenei,Amazing,5,24/3/2024 18:42,Revolut,432,0.904202759,0.095797099,1
Jessica Park,Excellent App,5,24/3/2024 18:35,Revolut,433,0.839446783,0.160553321,1
Radu Bidirel,Perfect for eveything i need.,5,24/3/2024 18:31,Revolut,434,0.982749045,0.017250987,1
Orla Murphy,"love Revolut, it has worked very well for me for years.",5,24/3/2024 18:19,Revolut,435,0.986770868,0.013229168,1
Zelia Jardim,It's good and it's nice to use when your on holiday,5,24/3/2024 18:03,Revolut,436,0.986970723,0.013029343,1
Erick T. M,Would recommend to anyone:smiling_face:,5,24/3/2024 18:02,Revolut,437,0.977167964,0.022832096,1
Mehnaz Fatima,Easy,5,24/3/2024 18:01,Revolut,438,0.746077001,0.253922969,1
antonella marina,Great,5,24/3/2024 17:46,Revolut,439,0.905782282,0.094217651,1
Kevin Syder,"So far so good only few days in ,will know more once fully operational with DD an salary ,update done full switch have no idea what so ever if it's going through there is no info no updates no confirmation so not that great ,I don't know how long to wait either it's a gamble if my bills will bounce as no money be in my old account an no way of seeing what's happening in revolut regarding the full switch .update do not allow joint account so cannot switch .",2,24/3/2024 17:18,Revolut,440,0.715906739,0.28409332,1
Alex Ardeleanu,"The new rules are really bad, they want from you information from the other banks accounts you own.",1,24/3/2024 16:40,Revolut,441,0.024200065,0.975800037,0
Patricio Valentin Coelho,Very good! Very useful,5,24/3/2024 16:20,Revolut,442,0.94938308,0.050616983,1
lucia de Freitas,I can't add my citizen details. I vê tried to switch off my phone also but it still doesn't work. I must say that the team is really helping me out to sort my account and I really appreciate,5,24/3/2024 16:11,Revolut,443,0.974665225,0.025334839,1
Ahmad Gaza,Amazing,5,24/3/2024 15:35,Revolut,444,0.904202759,0.095797099,1
Cello Ochoa,Not possible to verify my ID with my passport. 'Document Capture didn't work. Please try again'. I've tried this 1000 times. Nothing.,1,24/3/2024 15:13,Revolut,445,0.031936437,0.968063653,0
Mickey Jebneh,Scam .. Deposited money won't let me access even with correct pass code .. Send me junk emails but doesn't recognise my email for logging in purposes,1,24/3/2024 14:57,Revolut,446,0.032945506,0.967054486,0
Micah blake,Very good trading options,5,24/3/2024 14:30,Revolut,447,0.913850248,0.086149782,1
Ioannis Cherouveim,This app is in another level,5,24/3/2024 12:36,Revolut,448,0.984261334,0.015738856,1
George Jacovides,Some times my card does nor working,5,24/3/2024 12:28,Revolut,449,0.968482912,0.031517088,1
Dieter Tetzel,Perfect modern online banking in every respect,5,24/3/2024 12:27,Revolut,450,0.988549948,0.011450075,1
Punto Latino,Just loving it!,5,24/3/2024 12:14,Revolut,451,0.985396624,0.014603601,1
Pauline Koh,Can anyone tell me this card can be use in Taiwan? Is it that top up n use as credit card over there instead of converting to TWD dollars. Please,1,24/3/2024 12:01,Revolut,452,0.962207317,0.037792727,1
Сухроб Хашимов,Excellent,5,24/3/2024 11:33,Revolut,453,0.957194984,0.042804945,1
carl Ward,Scam,1,24/3/2024 10:30,Revolut,454,0.34518519,0.65481478,0
Athanasios Ouroumidis,"Simple, effective, intuitive. You have access to many features in higher subscriptions and even in the basics you can find some of the best currency conversions. One of the best options for abroad use.",5,24/3/2024 10:06,Revolut,455,0.994294465,0.005705375,1
Peter Caron,Great app and service. Only letdown is the appalling customer service: If you have an issue then you just get passed between bots.,4,24/3/2024 10:00,Revolut,456,0.137392446,0.862607539,0
Dávid Németh,"App is nice, fx excahnge is really good. Trading keeps improving but still has outages on high volume periods.",5,24/3/2024 9:37,Revolut,457,0.983609319,0.016390687,1
Katie x,Wish I could give zero stars. Worst experience I have ever had. Had my savings stolen from fraud/hacking/scam and everyone I spoke to was useless and they won't let me schedule a phone call and are very rude and inconsiderate. DON'T USE THIS BANK!,1,24/3/2024 9:05,Revolut,458,0.007501695,0.992498219,0
Colin Mc Parland,Quick and easy to use brilliant,5,24/3/2024 8:32,Revolut,459,0.969861507,0.030138476,1
Raymond McCarthy,"Great, very handy for sharing costs of meals. :thumbs_up:",5,24/3/2024 8:08,Revolut,460,0.986308575,0.013691366,1
Guyot Pascal,Revolut made significant efforts to improve the service which was a bit degraded at times in the past. They launched many new features which make them unique.,5,24/3/2024 7:50,Revolut,461,0.993310034,0.006690056,1
Tossavi-Viho S. Richard,Beyond Excellent,5,24/3/2024 7:40,Revolut,462,0.941298783,0.058701254,1
Giovanni Battista Minozzi,Good app,5,24/3/2024 7:38,Revolut,463,0.879884541,0.120115466,1
James Phillips,A great way to bank and transfer. Much better than my main banking system. We'll done Revolut...,4,24/3/2024 7:09,Revolut,464,0.989231348,0.010768698,1
Georgia Wilson,Easy to use and very secure,5,24/3/2024 6:59,Revolut,465,0.988546491,0.011453624,1
Badreddine Dil,Good service,5,24/3/2024 6:48,Revolut,466,0.931316912,0.068683043,1
Denin Andrews,Excellent,5,24/3/2024 6:45,Revolut,467,0.957194984,0.042804945,1
Pat Fox,Easy to use,2,24/3/2024 6:18,Revolut,468,0.98414886,0.015851136,1
Daniel Lawrence,"Also starting to get regular messages that the revolut app has crashed. Must be some background service that is failing as from what I can tell, it doesn't appear to affect the functionality of the app.",1,24/3/2024 5:59,Revolut,469,0.598389685,0.401610404,1
Caroline,:thumbs_up:,1,24/3/2024 5:53,Revolut,470,0.759931445,0.240068495,1
Ilia Palchin,It doesn't accept my ID card and doesn't receive my report on this issue. I'm completely stuck,1,24/3/2024 5:48,Revolut,471,0.046796698,0.953203201,0
Dos Ríos,Powerful,5,24/3/2024 5:27,Revolut,472,0.891700089,0.108299918,1
Regina Connolly,Really good to del with and so convenient,5,24/3/2024 5:24,Revolut,473,0.976186872,0.023813114,1
yy gg,Excellent,5,24/3/2024 5:20,Revolut,474,0.957194984,0.042804945,1
Kevin Murphy,"Cleaned my data & cache, then resigned in - and the app works again. Still, it's a very poorly design flow.",3,24/3/2024 5:11,Revolut,475,0.015992325,0.984007657,0
Luke More,Very good,5,24/3/2024 5:08,Revolut,476,0.924582422,0.075417645,1
Morgan Odwyer,Sick,5,24/3/2024 5:02,Revolut,477,0.733717322,0.266282707,1
arlene briody,"Brilliant for keeping track of spending and saving the loose change in the Vaults! So easy to use, would recommend highly!!!:smiling_face_with_smiling_eyes:",5,24/3/2024 4:55,Revolut,478,0.99291718,0.007082742,1
Ajibua Emmanuel,Revolut is a nice online bank ..... I love their services and is superb.,5,24/3/2024 4:33,Revolut,479,0.990105987,0.009893973,1
rajendra karki,Happy,5,24/3/2024 4:00,Revolut,480,0.8793571,0.120642982,1
Mercy Haastrup,It's very good,5,24/3/2024 3:52,Revolut,481,0.965647221,0.034352832,1
William Slattery,Generally good. Convenient and informative. Would like to see a savings account introduction with an ECB interest rate not an Irish banking monopoly interest rate,4,24/3/2024 3:29,Revolut,482,0.98901695,0.01098307,1
John Mills,Simple and easy to operate!,5,24/3/2024 3:24,Revolut,483,0.984428406,0.015571551,1
Chris Race,Everything is good about it,4,24/3/2024 2:51,Revolut,484,0.976046741,0.023953203,1
Traceur Bullet,"Pure garbage. I tried many times to sign-up.. using my phone number.. but I have never received the SMS with the code. I tried even by website. When I put the number it says: ""success"" but then it loads again the page.. and finish there.. nothing happens..",1,24/3/2024 2:44,Revolut,485,0.012409894,0.987590134,0
carrickanaire,Easy to use. In so many way's,5,24/3/2024 2:26,Revolut,486,0.989732623,0.010267433,1
A Google user,Excellent and easy card for travel,5,24/3/2024 2:16,Revolut,487,0.962394059,0.0376059,1
Polly Sanders,Perfect finance tool!,5,24/3/2024 2:15,Revolut,488,0.967600107,0.032399837,1
GEEK,Best secure banking :red_heart:,5,24/3/2024 2:13,Revolut,489,0.913640201,0.086359754,1
mary whelan,Good good,5,24/3/2024 2:04,Revolut,490,0.945895672,0.054104306,1
Pencho Bogdanov,"Im unable to use the app, and im forced to change my passcode out of the blue",1,24/3/2024 1:47,Revolut,491,0.216075987,0.783923984,0
Sarah Brown,brilliant service,5,24/3/2024 1:42,Revolut,492,0.92352879,0.076471217,1
George Dellhs,Convenient app.,5,24/3/2024 1:23,Revolut,493,0.955533028,0.044466995,1
Alex Leishman,"Just try getting to speak to someone, or sending them a message. Waste of time!",1,24/3/2024 1:22,Revolut,494,0.009842551,0.990157485,0
lupascu alexandru,"After update asks me to set a new pass code and I never use that function, only biometrical login.. And now since the app goes to the change password screen I can't use.. Not even for contact support.. Fix this or at least give the option to contact support or any way to recover it..",5,24/3/2024 1:16,Revolut,495,0.404351979,0.595647991,0
Natalia Los,Today application referred to an updated security rules and start to force to change passcode from 4 to 6 digits without allowing to skip this step and use any other functionality. I tried 4 different combinations all with the same result operation forbidden.,1,24/3/2024 1:09,Revolut,496,0.135500252,0.864499748,0
Carmel O Mahony,Excellent thanks,5,24/3/2024 1:01,Revolut,497,0.972433388,0.027566589,1
Rimaldi Sal,"Far exceeded my expectations. Probably the most useful app on my phone. Simple, practical, and works perfectly. Extremely useful for all travellers, both work and holiday. Thank you Revolut.",5,24/3/2024 1:01,Revolut,498,0.994295537,0.005704488,1
Dominic,Pretty Good Tbh easy to use and navigate. I think preminum should be 4.99 not 7.99 maybe add a few more subscriptions but overall its not bad.,4,24/3/2024 0:54,Revolut,499,0.991316557,0.008683482,1
Sybil Vain,AI support is better then physical people...,4,24/3/2024 0:48,Revolut,500,0.721701086,0.278298795,1
Nice Danger,"Ordered card did not arrived, sending money to my main bank was taking multiple weeks and without help of other revolute user, i would not get my salary and died of starvation. (After some time) I reordered and did not used the card for over year as I learned how to only use online money and had different bank. My card got deleted",1,24/3/2024 0:38,Revolut,501,0.323253721,0.676746309,0
Beyers Nel,"Long back and forth with tech support about not being able to receive payments from anyone, leading nowhere as I was constantly handed over from one tech support to the next, each one losing context of my issue. I emailed Revolut directly but got an automated response to use the in-app chat, which as detailed above was no longer an option.",1,24/3/2024 0:31,Revolut,502,0.034359727,0.965640247,0
Sheny Melamed,Just started and so far is ok.,5,24/3/2024 0:07,Revolut,503,0.970358133,0.029641885,1
N S,"I changed the device, and I wasn't aware that I had to keep the old one. I locked out of the app, and there is no customer service assistance",2,23/3/2024 23:50,Revolut,504,0.157741383,0.842258692,0
A.H AL GH,very bad apps and service. I advise you not to subscribe. I signed up 7 month ago and my account still not verified. They got my money and I can't withdraw my money back. Rubbish,1,23/3/2024 23:47,Revolut,505,0.008739619,0.99126035,0
Huda Ibrahim,The best banking app ever.,5,23/3/2024 23:46,Revolut,506,0.96570158,0.034298491,1
Robert Murray,Easy to use and ridiculously easy to setup.,5,23/3/2024 23:41,Revolut,507,0.989574552,0.010425502,1
Ekhosuehi Success,Doesn't work on some machines especially in Tescos,3,23/3/2024 23:41,Revolut,508,0.878710866,0.121289097,1
Ma. Cristina Estardo,It's safe to use. And I can make a dispute with less hastle if there's a mistake in sending.,5,23/3/2024 23:40,Revolut,509,0.826111138,0.173888788,1
Cristian Gavris,The app runs properly again,5,23/3/2024 23:32,Revolut,510,0.840313852,0.159686238,1
Pamela Harding,"Fast, user friendly",5,23/3/2024 23:10,Revolut,511,0.984130979,0.015869098,1
Charles Wootton,Been using Revolut since 2017 and wouldn't travel abroad without it. I upgraded recently to the Black metal card amd get free FT subscription plus can take £800 a month in cash in foreign currency free of charge..,5,23/3/2024 23:07,Revolut,512,0.980438471,0.019561524,1
Richard Lipscombe,Great everything i want,5,23/3/2024 22:45,Revolut,513,0.912963688,0.087036207,1
Thomas Cummins,Very good. Really like it.,4,23/3/2024 22:44,Revolut,514,0.954539359,0.045460675,1
Declan McClogan,Excellent account,5,23/3/2024 22:43,Revolut,515,0.979125381,0.020874431,1
Patrick Ferreira,"Very good app, only thing is missing is to dpare change for joint accounts.",4,23/3/2024 22:39,Revolut,516,0.98908627,0.010913741,1
Wayne Doyle,Nice,5,23/3/2024 22:38,Revolut,517,0.858479977,0.141520038,1
Alaa El Bezem,"This app is not working on the Samsung s series, I tried for 2 days and it keeps crashing, it has a bug, and should be fixed. I can't even complete the profile setup, it won't continue the process! Its very bad app",1,23/3/2024 22:18,Revolut,518,0.011677193,0.988322794,0
Γιάννης Λ,Everything works quite good. I had a problem with recognizing my face from the front camera in order to change password. I had to take a picture only of the top part of my face to let me take the picture.,4,23/3/2024 22:13,Revolut,519,0.967445076,0.032554973,1
Carpentry Design,Awesome works well for me,5,23/3/2024 22:08,Revolut,520,0.972111046,0.027888983,1
Ray,Nice app ...works well easy to use nice design .. no issues,5,23/3/2024 22:07,Revolut,521,0.977778673,0.022221256,1
Mark Aston Delamont,"EXCELLENT customer service, so easy to use... win win.",5,23/3/2024 22:06,Revolut,522,0.989522457,0.010477431,1
hussain hussainfirouzian@yahoo.co.uk,Good investment,4,23/3/2024 22:05,Revolut,523,0.90414232,0.095857739,1
Morgan Doogue,Changed bank here full time. No issues.,5,23/3/2024 21:57,Revolut,524,0.964437127,0.03556291,1
Bentley Cont,Amazing app,5,23/3/2024 21:57,Revolut,525,0.827147841,0.172852203,1
Ian Dunmore,The app is very quick to respond and I can't think of anything that could be improved upon.,5,23/3/2024 21:44,Revolut,526,0.984147191,0.015852837,1
Mandi,"Works well for me, no issues",5,23/3/2024 21:43,Revolut,527,0.989068627,0.010931475,1
Clement Olowoyo,So far it's working well and I hope it continues,4,23/3/2024 21:12,Revolut,528,0.98855561,0.011444256,1
sandra donaghy,Awful. Absolutely awful. Need to selfie for pin but the camera button won't take photo. Not does the email with verification code come through. You're supposed to be easier than high street banks but you make my life misery with this woeful app and card.,1,23/3/2024 21:09,Revolut,529,0.007475292,0.992524683,0
Derek Leslie,Very simple to use.,4,23/3/2024 21:00,Revolut,530,0.987849474,0.012150544,1
Jan Grünwaldt,"I'm very satisfied, very useful and easy with adding money via GPay Also the money converting is so good. Cheaper than wise and instant. Amazing.",5,23/3/2024 20:44,Revolut,531,0.99391222,0.00608778,1
Richard Cornick,The best money app ever.,5,23/3/2024 20:34,Revolut,532,0.97404319,0.025956798,1
Krzysztof Wieczorek,Love it. Big time help,5,23/3/2024 20:30,Revolut,533,0.982365787,0.017634215,1
Greg Ryan,"This is a great card for securely purchasing online, currency exchange, for use when travelling to non Euro countries and day to day transactions. The so is also easy to use.",5,23/3/2024 20:21,Revolut,534,0.992240131,0.00775992,1
Krisztian Molnar,I tried to verify my account and got rejected 8 times already. Why is that?,1,23/3/2024 20:05,Revolut,535,0.256472379,0.743527532,0
Johnny issa,Easy to use and so convenient,5,23/3/2024 19:48,Revolut,536,0.978502333,0.021497607,1
Jason's Channel,Great experience and ease of use definitely recommend.. great features available too if needed,5,23/3/2024 19:41,Revolut,537,0.984019399,0.01598073,1
George Buhagiar,Fairly good,4,23/3/2024 19:28,Revolut,538,0.967866004,0.032134067,1
Migrat0r,"I like, but the taxes of crypto are big",2,23/3/2024 19:26,Revolut,539,0.78202647,0.217973471,1
Kitty Kutasi,"I was asked to change my passcode since then nothinhg works. The customer care is useless, they are passing the ball to each other One asks me to clear my cache, when he realizes that doest work, directs me to somebody etc. Like a circle. Not to mention that nobody answered my question properly regarding some items I see on my account.",1,23/3/2024 19:24,Revolut,540,0.012658393,0.987341642,0
SMArTwo,If TAX ID will be mandatory i think i will take to minimal usage of Revolut services or erase the account. I don't want to give more official papers. The gov. can see that i make economies from my salaries and they will tax ( somehow) again what they already taxed . RIP freedom.,3,23/3/2024 19:23,Revolut,541,0.268915445,0.731084585,0
Debbie Perks,"Great account for holidays, using the currency of whatever country you Re in",5,23/3/2024 19:13,Revolut,542,0.976297617,0.023702368,1
Maksim Shashkov,Cannot finish registration flow. App is crashing on the residence permit sharing step. Device: Sony XQ-DQ72. Upd: Fixed by app reinstall.,4,23/3/2024 19:11,Revolut,543,0.808094621,0.191905379,1
susan waters,"I just LOVE Revolute!! It's such an easy to use app, can add or transfer money in the blink of an eye, send money to the kids or pay for things if you don't have cash! I also LOVE the vaults!! You can see yours savings, adding your spare change on is ingenious and can quickly build up, plus it's accessible! I had a small issue with a card and got such quick action on the Chat! It's all around a brilliant app. I bet the banks are raging they didn't think if it first!!",5,23/3/2024 18:59,Revolut,544,0.99463737,0.005362634,1
norma bond,Great service and easy to use.,5,23/3/2024 18:53,Revolut,545,0.977189302,0.022810696,1
Robson Berti,Good to all,5,23/3/2024 18:31,Revolut,546,0.94543767,0.054562256,1
Temilade Tajudeen,Smooth,5,23/3/2024 18:26,Revolut,547,0.796415865,0.203584105,1
Mark Webster,Brilliant for spending overseas! Just works in so many ways!!,5,23/3/2024 18:26,Revolut,548,0.99132967,0.008670351,1
Dike Nnaemeka,"So far so good, hope it continues like that.",5,23/3/2024 18:20,Revolut,549,0.987949669,0.01205047,1
Mais Haidar,Perfect app,5,23/3/2024 18:14,Revolut,550,0.898664951,0.101335078,1
Margaret Redmond,No hassle to date,5,23/3/2024 18:02,Revolut,551,0.863675416,0.13632457,1
Joan Prat Rigol,It doesn't work. Impossible to take a picture of my ID,1,23/3/2024 17:54,Revolut,552,0.034710884,0.965289176,0
Bawa Majeed,I lost all datas,5,23/3/2024 17:45,Revolut,553,0.491078645,0.508921266,0
Carmen Serghi,Very easy to use,5,23/3/2024 17:40,Revolut,554,0.988259196,0.011740922,1
Noel Scerri,Perfect,5,23/3/2024 17:08,Revolut,555,0.868992925,0.13100715,1
Duinu Laurentiu Ionut,"Amazing app,love the fetures.",5,23/3/2024 17:05,Revolut,556,0.952779412,0.047220595,1
Onyia Christopher,fantastic,5,23/3/2024 17:00,Revolut,557,0.91836375,0.081636153,1
Frederick Hartmann,Scam. I sent 50$ worth of crypto to Revolut. Revolut refused to accept the transaction because it came from in their eyes a non-approved exchange. On bitcoin deposit page they only state it must be bitcoin network nothing else. Then they said they will return it without fees and after all I received 20$ back. So I lost 30$ in seconds just because of Revolut.,1,23/3/2024 17:00,Revolut,558,0.0134745,0.986525536,0
sam D,Great set of features would like to see more crypto currencies listed,5,23/3/2024 16:50,Revolut,559,0.985489368,0.014510628,1
Frederick Olson,A very good experience with Revolut. Love the challenges and options for kids to prioritize savings goals.,4,23/3/2024 16:40,Revolut,560,0.992366254,0.007633616,1
EPIC TROLLEY,Perfect just needs offline use for taking money out of vault and a vault that you can put money in and cant until a certain date,5,23/3/2024 16:33,Revolut,561,0.929330289,0.070669696,1
Joao A. Gigante,Excellent way to do banking.,5,23/3/2024 16:14,Revolut,562,0.986682236,0.01331784,1
ray Kinsella,Great alternative card,5,23/3/2024 16:12,Revolut,563,0.970635116,0.02936477,1
Anna Lub,"Very good app ,",5,23/3/2024 15:53,Revolut,564,0.878791273,0.121208645,1
nik_k,"Works great for me - single use cards, free transfers between users, etc. I like it.",5,23/3/2024 15:31,Revolut,565,0.989505708,0.010494336,1
David McAvenue,New customer and app crashes every time when attempting identify verification - very frustrating.,1,23/3/2024 15:15,Revolut,566,0.027193163,0.972806931,0
